Date,Open,High,Low,Close
2022-12-26,6.8,6.921,6.794,6.921
2022-12-23,6.811,6.868,6.773,6.868
2022-12-22,6.78,6.803,6.754,6.803
2022-12-21,6.762,6.797,6.757,6.797
2022-12-20,6.79,6.79,6.753,6.756
2022-12-19,6.784,6.818,6.739,6.818
2022-12-16,6.778,6.778,6.733,6.749
2022-12-15,6.726,6.748,6.714,6.714
2022-12-14,6.72,6.798,6.72,6.72
2022-12-13,6.758,6.892,6.747,6.747
2022-12-12,6.807,6.807,6.774,6.774
2022-12-09,6.901,6.901,6.79,6.801
2022-12-08,6.805,6.805,6.789,6.794
2022-12-07,6.898,6.898,6.788,6.788
2022-12-06,6.847,6.847,6.76,6.76
2022-12-05,6.733,6.863,6.733,6.733
2022-12-02,6.694,6.911,6.694,6.727
2022-12-01,6.731,6.892,6.709,6.709
2022-11-30,6.725,6.854,6.725,6.757
2022-11-29,6.72,6.88,6.72,6.741
2022-11-28,6.874,6.874,6.714,6.714
2022-11-25,6.74,6.825,6.718,6.718
2022-11-24,6.785,6.785,6.721,6.721
2022-11-23,6.8,6.8,6.779,6.779
2022-11-22,6.804,6.804,6.772,6.772
2022-11-21,6.882,6.882,6.777,6.777
2022-11-18,6.823,6.823,6.718,6.718
2022-11-17,6.732,6.804,6.711,6.711
2022-11-16,6.902,6.902,6.798,6.819
2022-11-15,6.792,6.792,6.74,6.74
2022-11-14,6.889,6.92,6.869,6.92
2022-11-11,6.677,6.934,6.677,6.719
2022-11-10,6.905,6.905,6.864,6.864
2022-11-09,6.919,6.919,6.899,6.899
2022-11-07,6.954,6.954,6.903,6.903
2022-11-04,7.042,7.042,6.9,6.9
2022-11-03,6.922,6.922,6.909,6.912
2022-11-02,6.966,6.966,6.866,6.866
2022-11-01,7.0,7.0,6.86,6.86
2022-10-31,6.834,7.003,6.814,6.814
2022-10-28,6.948,6.948,6.799,6.799
2022-10-27,6.787,6.985,6.748,6.748
2022-10-25,6.978,6.978,6.86,6.86
2022-10-21,6.829,6.927,6.829,6.927
2022-10-20,6.942,6.942,6.806,6.806
2022-10-19,6.8,6.878,6.791,6.8
2022-10-18,6.785,6.785,6.737,6.737
2022-10-17,6.924,6.924,6.78,6.78
2022-10-14,7.015,7.015,6.87,6.87
2022-10-13,6.901,6.949,6.853,6.853
2022-10-12,6.752,6.99,6.724,6.8
2022-10-11,7.271,7.271,6.766,6.766
2022-10-10,6.836,6.836,6.76,6.76
2022-10-07,6.831,6.831,6.784,6.784
2022-10-06,6.767,6.814,6.767,6.767
2022-10-04,6.95,6.95,6.715,6.715
2022-10-03,7.032,7.032,6.696,6.696
2022-09-30,7.072,7.072,6.7,6.7
2022-09-29,6.685,6.777,6.685,6.685
2022-09-28,6.818,6.864,6.68,6.68
2022-09-27,6.766,6.766,6.638,6.638
2022-09-26,6.807,6.807,6.706,6.706
2022-09-23,6.848,6.848,6.71,6.71
2022-09-22,6.514,6.514,6.514,6.514
2022-09-21,6.51,6.51,6.411,6.411
2022-09-20,6.731,6.731,6.397,6.397
2022-09-19,6.478,6.478,6.375,6.375
2022-09-16,6.631,6.676,6.362,6.362
2022-09-15,6.394,6.394,6.314,6.314
2022-09-14,6.434,6.434,6.275,6.275
2022-09-13,6.297,6.474,6.253,6.253
2022-09-12,6.47,6.47,6.285,6.285
2022-09-09,6.369,6.369,6.263,6.263
2022-09-08,6.365,6.365,6.252,6.252
2022-09-07,6.366,6.366,6.318,6.318
2022-09-06,6.401,6.401,6.314,6.314
2022-09-05,6.397,6.397,6.353,6.353
2022-09-02,6.419,6.419,6.35,6.35
2022-09-01,6.407,6.424,6.355,6.355
2022-08-30,6.463,6.463,6.343,6.343
2022-08-29,6.502,6.502,6.433,6.502
2022-08-26,6.326,6.403,6.283,6.292
2022-08-25,6.391,6.391,6.349,6.349
2022-08-24,6.277,6.439,6.277,6.387
2022-08-23,6.307,6.307,6.265,6.265
2022-08-22,6.346,6.388,6.346,6.371
2022-08-19,6.258,6.342,6.241,6.241
2022-08-18,6.289,6.289,6.245,6.247
2022-08-17,6.21,6.327,6.16,6.16
2022-08-12,6.407,6.407,6.307,6.307
2022-08-11,6.346,6.346,6.264,6.264
2022-08-10,6.425,6.425,6.324,6.326
2022-08-08,6.504,6.504,6.339,6.339
2022-08-05,6.315,6.578,6.299,6.299
2022-08-04,6.362,6.362,6.199,6.199
2022-08-03,6.391,6.391,6.285,6.285
2022-08-02,6.273,6.354,6.273,6.273
2022-08-01,6.383,6.383,6.294,6.294
2022-07-29,6.388,6.388,6.307,6.347
2022-07-28,6.3,6.356,6.3,6.324
2022-07-27,6.377,6.377,6.32,6.32
2022-07-26,6.454,6.454,6.301,6.301
2022-07-25,6.306,6.611,6.287,6.306
2022-07-22,6.318,6.406,6.302,6.406
2022-07-21,6.339,6.443,6.292,6.443
2022-07-20,6.312,6.352,6.257,6.288
2022-07-19,6.261,6.364,6.246,6.246
2022-07-18,6.305,6.305,6.242,6.242
2022-07-15,6.371,6.371,6.263,6.263
2022-07-14,6.253,6.41,6.253,6.253
2022-07-13,6.249,6.328,6.21,6.21
2022-07-12,6.285,6.363,6.278,6.278
2022-07-11,6.337,6.407,6.29,6.29
2022-07-08,6.396,6.396,6.271,6.318
2022-07-07,6.207,6.331,6.207,6.238
2022-07-06,6.189,6.32,6.189,6.196
2022-07-05,6.34,6.34,6.301,6.309
2022-07-04,6.49,6.49,6.313,6.313
2022-07-01,6.41,6.441,6.333,6.333
2022-06-30,6.265,6.265,6.207,6.207
2022-06-29,6.326,6.326,6.094,6.094
2022-06-28,6.201,6.271,6.201,6.225
2022-06-27,6.332,6.332,6.123,6.123
2022-06-24,6.392,6.392,6.231,6.231
2022-06-23,6.337,6.343,6.285,6.285
2022-06-22,6.288,6.288,6.231,6.265
2022-06-21,6.291,6.291,6.177,6.177
2022-06-20,6.237,6.237,6.101,6.101
2022-06-17,6.353,6.353,6.127,6.127
2022-06-16,6.305,6.305,6.215,6.215
2022-06-15,6.363,6.363,6.106,6.106
2022-06-14,6.366,6.366,6.098,6.098
2022-06-13,6.313,6.313,6.102,6.102
2022-06-10,6.149,6.149,6.061,6.061
2022-06-09,6.202,6.202,6.159,6.159
2022-06-08,6.326,6.326,6.167,6.184
2022-06-07,6.285,6.307,6.252,6.252
2022-06-06,6.277,6.277,6.222,6.266
2022-06-03,6.28,6.28,6.198,6.225
2022-06-02,6.18,6.234,6.169,6.18
2022-06-01,6.086,6.183,6.076,6.076
2022-05-31,6.048,6.083,6.013,6.013
2022-05-30,6.052,6.052,6.029,6.029
2022-05-27,5.912,5.958,5.912,5.912
2022-05-26,5.867,5.867,5.867,5.867
2022-05-25,5.849,5.849,5.849,5.849
2022-05-24,5.842,5.946,5.831,5.831
2022-05-23,5.847,6.077,5.812,5.812
2022-05-20,5.771,5.966,5.771,5.771
2022-05-19,6.002,6.002,5.786,5.786
2022-05-18,6.041,6.041,5.825,5.825
2022-05-17,5.762,5.762,5.762,5.762
2022-05-13,5.711,5.711,5.711,5.711
2022-05-12,5.476,5.476,5.476,5.476
2022-05-11,5.902,5.902,5.47,5.47
2022-05-10,5.465,5.774,5.465,5.465
2022-05-09,5.47,5.47,5.47,5.47
2022-05-06,5.5,5.695,5.487,5.487
2022-05-05,5.276,5.276,5.276,5.276
2022-05-04,5.045,5.304,5.045,5.045
2022-05-02,5.02,5.041,5.009,5.041
2022-04-29,5.174,5.223,4.814,4.814
2022-04-28,5.189,5.189,4.639,4.639
2022-04-27,5.068,5.068,5.058,5.058
2022-04-26,5.102,5.102,5.073,5.073
2022-04-25,5.203,5.203,4.829,4.829
2022-04-22,5.074,5.074,4.607,4.607
2022-04-21,5.222,5.222,5.081,5.117
2022-04-20,5.226,5.226,5.103,5.103
2022-04-19,5.231,5.231,5.08,5.08
2022-04-18,5.33,5.33,5.047,5.047
2022-04-13,5.193,5.193,4.986,4.986
2022-04-12,4.891,5.076,4.891,4.891
2022-04-11,5.081,5.081,4.851,4.851
2022-04-08,5.086,5.086,4.856,4.856
2022-04-07,4.735,4.735,4.69,4.69
2022-04-06,4.714,4.714,4.686,4.686
2022-04-05,4.746,4.746,4.701,4.701
2022-04-04,4.797,4.797,4.716,4.716
2022-03-31,4.421,4.421,4.321,4.321
2022-03-30,4.485,4.485,4.457,4.457
2022-03-29,4.485,4.485,4.4,4.4
2022-03-28,4.507,4.507,4.479,4.479
2022-03-25,4.474,4.474,4.474,4.474
2022-03-24,4.5,4.5,4.5,4.5
2022-03-23,4.605,4.605,4.536,4.536
2022-03-22,4.572,4.572,4.572,4.572
2022-03-21,4.539,4.594,4.335,4.335
2022-03-17,4.503,4.503,4.466,4.466
2022-03-16,4.5,4.5,4.5,4.5
2022-03-15,4.541,4.541,4.521,4.521
2022-03-14,4.572,4.572,4.53,4.53
2022-03-11,4.564,4.564,4.564,4.564
2022-03-10,4.693,4.693,4.564,4.575
2022-03-09,4.609,4.635,4.609,4.635
2022-03-08,4.643,4.643,4.604,4.604
2022-03-07,4.611,4.611,4.56,4.56
2022-03-04,4.593,4.606,4.593,4.606
2022-03-03,4.552,4.603,4.514,4.603
2022-03-02,4.522,4.522,4.522,4.522
2022-02-28,4.422,4.422,4.377,4.377
2022-02-25,4.398,4.398,4.398,4.398
2022-02-24,4.397,4.41,4.397,4.397
2022-02-23,4.405,4.504,4.381,4.504
2022-02-22,4.475,4.499,4.475,4.499
2022-02-21,4.385,4.399,4.369,4.372
2022-02-18,4.393,4.405,4.38,4.38
2022-02-17,4.429,4.429,4.38,4.416
2022-02-16,4.436,4.497,4.316,4.352
2022-02-15,4.444,4.504,4.432,4.432
2022-02-14,4.44,4.44,4.44,4.44
2022-02-11,4.459,4.495,4.4,4.4
2022-02-10,4.423,4.541,4.364,4.364
