Date,Open,High,Low,Close,Volume
1972-08-25,0.0353397737297575,0.0360189859978069,0.0353397737297575,0.035883143544197,2508800.0
1972-08-28,0.0358831470255431,0.0361548319591215,0.0357473045587539,0.0357473045587539,972800.0
1972-08-29,0.0356114613545059,0.0356114613545059,0.0353397764265537,0.0353397764265537,1945600.0
1972-08-30,0.0353397764265537,0.0353397764265537,0.035067531520201,0.0353397764265537,409600.0
1972-08-31,0.0350675242108176,0.0350675242108176,0.0347958393394947,0.0347958393394947,870400.0
1972-09-01,0.0349317045883259,0.0350675471127033,0.0349317045883259,0.0350675471127033,256000.0
1972-09-05,0.0350675242108176,0.0350675242108176,0.0347958393394947,0.0347958393394947,563200.0
1972-09-06,0.0350675471127033,0.0350675471127033,0.0350675471127033,0.0350675471127033,256000.0
1972-09-07,0.0350675357062909,0.0350675357062909,0.034931693226099,0.034931693226099,1177600.0
1972-09-08,0.0347958465431262,0.0347958465431262,0.0346600040793418,0.0346600040793418,665600.0
1972-09-11,0.034931693226099,0.034931693226099,0.034931693226099,0.034931693226099,921600.0
1972-09-12,0.034931693226099,0.034931693226099,0.034931693226099,0.034931693226099,614400.0
1972-09-13,0.034931693226099,0.034931693226099,0.034931693226099,0.034931693226099,153600.0
1972-09-14,0.0349316862905434,0.0352033711969852,0.0347958438373225,0.0352033711969852,1280000.0
1972-09-15,0.0350675357062909,0.0350675357062909,0.034931693226099,0.034931693226099,512000.0
1972-09-18,0.0350675471127033,0.0352033896370807,0.0350675471127033,0.0350675471127033,1075200.0
1972-09-19,0.0349316817751561,0.0349316817751561,0.0346599969038332,0.0347958393394947,3123200.0
1972-09-20,0.0345241613686084,0.0345241613686084,0.0345241613686084,0.0345241613686084,51200.0
1972-09-21,0.0342519427417407,0.0342519427417407,0.0334368832409381,0.0334368832409381,1433600.0
1972-09-22,0.0333004855213397,0.0333004855213397,0.0322131849825382,0.0322131849825382,870400.0
1972-09-25,0.0320773120380293,0.0320773120380293,0.0312616974115371,0.0312616974115371,972800.0
1972-09-26,0.0312616898701656,0.0312616898701656,0.0309900029789836,0.031125845387578,716800.0
1972-09-27,0.030854181904571,0.030854181904571,0.0304466523230075,0.0304466523230075,665600.0
1972-09-28,0.0309900104548151,0.031533940198579,0.0309900104548151,0.0312616974115371,1433600.0
1972-09-29,0.0315339455979488,0.0316697880625724,0.0315339455979488,0.0316697880625724,256000.0
1972-10-02,0.0319414939879071,0.0331646390259265,0.0319414939879071,0.0331646390259265,1638400.0
1972-10-03,0.033436870399278,0.0337085574865341,0.033436870399278,0.0337085574865341,512000.0
1972-10-04,0.0338443982060725,0.0346600131813657,0.0338443982060725,0.0343883261084556,1536000.0
1972-10-05,0.0341840193883442,0.0341840193883442,0.0334368832409381,0.0334368832409381,1382400.0
1972-10-06,0.0333004699058771,0.0333004699058771,0.0320773273706436,0.0320773273706436,9779200.0
1972-10-09,0.0323490214641088,0.0326212644577026,0.0323490214641088,0.0326212644577026,1280000.0
1972-10-10,0.0326212644577026,0.0326212644577026,0.0326212644577026,0.0326212644577026,0.0
1972-10-11,0.0326212386544262,0.0327570810914039,0.0323489958761754,0.0327570810914039,460800.0
1972-10-12,0.0326212605498341,0.0326212605498341,0.0324854180216789,0.0324854180216789,358400.0
1972-10-13,0.0324854180216789,0.0324854180216789,0.0324854180216789,0.0324854180216789,51200.0
1972-10-16,0.0323490024596848,0.0323490024596848,0.0316697880625724,0.0316697880625724,665600.0
1972-10-17,0.0316698126285605,0.0323490275525337,0.0313975695837276,0.0322131849825382,2457600.0
1972-10-18,0.0324854043471517,0.034795848384549,0.0324854043471517,0.0345241613686084,7782400.0
1972-10-19,0.0345241595415634,0.0347958465431262,0.0345241595415634,0.0346600040793418,10598400.0
1972-10-20,0.0343883261084556,0.0343883261084556,0.0343883261084556,0.0343883261084556,51200.0
1972-10-23,0.0343883229215521,0.0343883229215521,0.0342519246041774,0.0342519246041774,460800.0
1972-10-24,0.0343883261084556,0.0343883261084556,0.0343883261084556,0.0343883261084556,102400.0
1972-10-25,0.0341160850064261,0.0341160850064261,0.0337085574865341,0.0337085574865341,1228800.0
1972-10-26,0.0339802131056785,0.0339802131056785,0.0339802131056785,0.0339802131056785,51200.0
1972-10-27,0.034116081893444,0.034116081893444,0.034116081893444,0.034116081893444,204800.0
1972-10-30,0.0341160554948006,0.0342518999579156,0.0338443707165564,0.0339802131056785,1331200.0
1972-10-31,0.0341160894634122,0.0350675471127033,0.0341160894634122,0.0350675471127033,716800.0
1972-11-01,0.0354756201304953,0.0366987623274326,0.0354756201304953,0.0366987623274326,2252800.0
1972-11-02,0.0369704291224479,0.0373785163067805,0.0369704291224479,0.0369704291224479,716800.0
