Name,URL
India 3M,https://in.investing.com/rates-bonds/india-3-month-bond-yield-historical-data
India 6M,https://in.investing.com/rates-bonds/india-6-month-bond-yield-historical-data
India 1Y,https://in.investing.com/rates-bonds/india-1-year-bond-yield-historical-data
India 5Y,https://in.investing.com/rates-bonds/india-5-year-bond-yield-historical-data
India 10Y,https://in.investing.com/rates-bonds/india-10-year-bond-yield-historical-data
India 15Y,https://in.investing.com/rates-bonds/india-15-year-bond-yield-historical-data
India 19Y,https://in.investing.com/rates-bonds/india-19-year-bond-yield-historical-data
India 24Y,https://in.investing.com/rates-bonds/india-24-year-bond-yield-historical-data
India 30Y,https://in.investing.com/rates-bonds/india-30-year-bond-yield-historical-data
