Ticker,Length,Start Date,End Date,Highest,Lowest,Last Price
AUDUSD=X,4324,2006-05-16,2022-12-27,4.595165729522705,0.5520000457763672,0.6742770075798035
CNY=X,5350,2001-06-25,2022-12-27,8.316900253295898,2.201499938964844,6.960000038146973
EURCAD=X,4951,2003-12-01,2022-12-27,1.7497999668121338,1.2125999927520752,1.4434499740600586
EURCHF=X,5171,2003-01-23,2022-12-27,1.6825000047683716,0.864300012588501,0.9911699891090392
EURGBP=X,6248,1999-01-04,2022-12-27,0.9797000288963318,0.0065999999642372,0.8808000087738037
EURHUF=X,4947,2003-12-01,2022-12-27,433.81201171875,227.75,399.4100036621094
EURINR=X,4947,2003-12-01,2022-12-27,92.31700134277344,6.229899883270264,88.09089660644531
EURJPY=X,5173,2003-01-23,2022-12-27,169.93899536132812,94.13400268554688,141.53700256347656
EURSEK=X,6258,1998-11-18,2022-12-27,20.80970001220703,8.033300399780273,11.153650283813477
EURUSD=X,4948,2003-12-01,2022-12-27,1.6028209924697876,0.0729022398591041,1.0651895999908447
GBPINR=X,4305,2006-05-16,2022-12-27,107.0500030517578,7.095399856567383,100.00140380859376
GBPJPY=X,4964,2003-12-01,2022-12-27,251.0760040283203,116.9499969482422,160.67799377441406
GBPUSD=X,4960,2003-12-01,2022-12-27,2.115819931030273,0.6373892426490784,1.2081234455108645
HKD=X,5406,2001-07-16,2022-12-27,7.86269998550415,7.643099784851074,7.802199840545654
IDR=X,5402,2001-06-28,2022-12-27,197804.0,4.0,15655.0
INR=X,4945,2003-12-01,2022-12-27,83.38600158691406,38.979000091552734,82.73200225830078
JPY=X,6782,1996-10-30,2022-12-27,151.93699645996094,75.56999969482422,132.96099853515625
JPYINR=X,4947,2003-12-01,2022-12-27,0.7316439747810364,0.0555999986827373,0.621969997882843
MXN=X,4969,2003-12-01,2022-12-27,25.76534080505371,9.833999633789062,19.39240074157715
MYR=X,4968,2003-12-01,2022-12-27,4.745999813079834,1.6258000135421753,4.420000076293945
NZDUSD=X,4949,2003-12-01,2022-12-27,1.2214486598968506,0.4908939003944397,0.6292077898979187
PHP=X,4941,2003-12-01,2022-12-27,59.345001220703125,40.08700180053711,55.41999816894531
RUB=X,4839,2003-12-01,2022-12-27,154.71499633789062,23.07099914550781,68.33000183105469
SGD=X,4960,2003-12-01,2022-12-27,1.7300000190734863,1.1990000009536743,1.3452099561691284
THB=X,4947,2003-12-01,2022-12-27,668.7999877929688,28.01099967956543,34.61000061035156
ZAR=X,4962,2003-12-01,2022-12-27,19.35112953186035,1.571499943733215,17.062599182128906
