Ticker,Length,Start Date,End Date,Highest,Lowest,Last Price
10Y,6457,1998-02-03,2022-12-27,12.993,4.962,7.31
15Y,5670,2001-01-17,2022-12-26,11.829,5.285,7.516
19Y,4113,2001-09-01,2022-12-26,10.128,6.2,7.466
1Y,6085,1999-01-18,2022-12-26,2314.229,3.313,6.921
24Y,3315,2009-11-26,2022-12-26,9.577,6.388,7.442
30Y,8042,2006-12-26,2022-12-27,9.918,6.232,7.46
3M,5430,2002-01-24,2022-12-27,11.57,3.24,6.72
5Y,6226,1998-02-03,2022-12-27,12.407,4.577,7.225
6M,5430,2002-01-24,2022-12-27,11.57,3.24,6.72
